Gene.symbol	Gene.ID	adj.P.Val	logFC	B
CLK2	1196	0.130074373532607	-0.342900585897594	-4.64192199979874
KIAA0556	23247	0.13015170095897	-0.347165143839968	-4.6425312075993
CTAGE8///CTAGE4///CTAGE11P///CTAGE9///CTAGE15///CTAGE6///CTAGE1///CTAGE5	100142659///100128553///647288///643854///441294///340307///64693///4253	0.130229680397022	0.349996189696517	-4.64314439860198
CALHM1	255022	0.130239866845552	-0.337614440036485	-4.64337281986341
		0.130239866845552	-0.618798929056386	-4.64340494820779
VDAC3///VDAC3	7419///7419	0.130298315116829	0.33685320826949	-4.64388845495739
BEAN1	146227	0.13031898360232	-0.547372029935324	-4.64412176784236
		0.130319032863721	-0.325935370022388	-4.64421859482668
CAPN10///GPR35	11132///2859	0.130323758115858	-0.284932788784412	-4.64441273416969
		0.130323758115858	1.23594659281509	-4.64444283452982
		0.130360606452421	0.429530229574631	-4.64478312136148
BTBD6	90135	0.130402226663581	-0.592868409886816	-4.64515488229349
E4F1	1877	0.130431370562092	-0.273164176598675	-4.64544404732794
PNLIPRP1	5407	0.130509084803136	-0.451582950810532	-4.64605416420736
		0.130517403954296	-0.276273853616086	-4.64620554960319
		0.13057875569863	-0.291190724164593	-4.64678275249756
		0.13057875569863	-0.207022967990464	-4.64680361892424
		0.130671425031118	-0.660423488094942	-4.64751176564659
MIR4435-2HG///LINC00152	541471///112597	0.130682623846294	0.84832293701368	-4.64768202961405
FOXP1	27086	0.130700674390693	0.245692637527361	-4.6478974808186
OR4K15	81127	0.130749205486741	-0.41950053225456	-4.64831394478686
		0.130801301723432	0.542976242250829	-4.64875377223693
KAT7	11143	0.130804120526154	0.311025474867744	-4.64886866928683
SDHA	6389	0.130813294300576	0.485034212239633	-4.64909266247384
PCGF6	84108	0.130813294300576	-0.670420184585407	-4.64920395698175
GPM6B	2824	0.130813294300576	0.705620970965589	-4.64921801770627
		0.130910662485421	0.594964709190713	-4.64995582771956
PPOX	5498	0.130976746758312	0.70689109972388	-4.65048721289007
MSANTD1	345222	0.130987495179395	-0.363488028717661	-4.65065420527321
PIAS1	8554	0.131101018082891	-1.03279386389966	-4.65149731563572
NR1H3	10062	0.131134910413813	0.468383147589138	-4.65181637991993
		0.131161529131203	-0.50037599053524	-4.65220913274177
		0.131161529131203	1.04659388163599	-4.65223639329242
		0.131161529131203	1.70537721271269	-4.65235812020879
ZNF513	130557	0.131161529131203	-0.35413301814884	-4.65237610116509
ANAPC15	25906	0.131279900661941	-0.542059767316749	-4.65324991777944
PIGF	5281	0.131447137595036	-0.493064736487146	-4.65444349228066
RNF185-AS1	100852405	0.131453524880284	-0.612366457507463	-4.65458150209799
UGT2B28	54490	0.131528221467157	0.44641470520398	-4.65516728317764
SNORD61	26787	0.131606135188225	0.881647786427031	-4.65577382751018
ARHGAP17	55114	0.131632725406084	-0.707588603368573	-4.65604404333306
MYO9A	4649	0.131681446961832	0.474079645627279	-4.65649909680559
		0.131681446961832	0.681790779560944	-4.65655514105919
		0.131693913231577	-0.669805622950664	-4.65673278228797
		0.131864882745206	-0.332653988472224	-4.65796176006258
HAUS3	79441	0.131864882745206	0.571103079854478	-4.65811685519175
		0.131864882745206	-0.476377421644281	-4.65813902543608
PRKCDBP	112464	0.131935589391988	-0.452184470259535	-4.6586970088206
ZEB2	9839	0.131991779490474	-1.04805944203068	-4.65920865364509
C10orf25	220979	0.131991779490474	0.487023523779435	-4.65934866443965
		0.131991779490474	-0.315165234599089	-4.65935187569818
TDP1	55775	0.132021823866412	0.549977139285655	-4.65969069266854
		0.132021823866412	-0.768432132969321	-4.65973989707211
OPN3	23596	0.132031106009869	-0.497046122674547	-4.65989640842179
		0.132068536504244	0.565954138480099	-4.66023658841963
PDZD3	79849	0.132160163804539	-0.347563915090797	-4.6609301269359
STAP2	55620	0.132164494667397	0.37290452621932	-4.66105425179103
RFTN2	130132	0.132191130178685	0.82323632394942	-4.66132376851541
ADCY2	108	0.132236133652921	0.885073353007878	-4.6617356668954
		0.132236133652921	0.391663359639719	-4.66180878323009
EML4///ALK	27436///238	0.132270043977699	-0.591383210301824	-4.66212555429502
LINC00174	285908	0.132391025490377	0.534908967050581	-4.66300910704053
SOWAHD	347454	0.132430074151358	-0.416056608167913	-4.66335900818094
TRPV6	55503	0.132666103269906	-0.347296982676618	-4.66506303836185
QRFP	347148	0.132666103269906	-0.440105162312603	-4.66508474661064
SYVN1	84447	0.132702739857955	-0.448075311903818	-4.66541839090365
LOC152048	152048	0.132728634273299	-0.472719391979685	-4.66568223368907
FBXL22	283807	0.132746840295992	-0.473630360945688	-4.66589613666229
NANS	54187	0.132763643081894	-0.400180449469736	-4.66610090524834
EPC1///ASXL2	80314///55252	0.132768044319469	-0.489962371587895	-4.66622518504551
TPT1-AS1	100190939	0.132805317743677	0.642414706636401	-4.66656270362682
		0.132818700715122	0.32876397139303	-4.66674520518913
AFF3	3899	0.132947785066388	0.802185903399669	-4.66767766793366
		0.13295100831394	0.745965836114013	-4.66779422293378
SMPD1	6609	0.133027147859189	-0.378374509961853	-4.66838303345999
TMEM59	9528	0.133098331894478	-0.309319966767829	-4.66893946419469
EPPK1	83481	0.133102775852774	-0.454905270578356	-4.66906385502318
CLASP2	23122	0.133159494503069	0.250028470283993	-4.66952642322697
BTNL8///BTNL3	79908///10917	0.133227035545887	-0.301307047702734	-4.67005877913121
LOC100288778///WASH1///WASH7P///WASH2P///WASH3P	100288778///100287171///653635///375260///374666	0.133322055718528	-0.480496966115256	-4.67076841698537
SMARCA5	8467	0.133376598550356	0.545719894374793	-4.67121625776167
		0.133538203583989	0.726717843178275	-4.67237236808393
MAGEA8	4107	0.133538203583989	-0.49524303777902	-4.67245019781958
GCGR	2642	0.133618206739207	-0.429060450419983	-4.67306149596205
LRAT	9227	0.133709900335193	-0.350515267489635	-4.67374774461644
NAIF1	203245	0.133801818906076	-0.3560435883437	-4.67443499974416
KCND2	3751	0.133849437270205	-0.272357470513267	-4.67483688107216
		0.13385846188078	0.472157479598673	-4.67499041917131
ALOX12P2	245	0.133885380578839	0.449031351831674	-4.67537685867082
		0.133885380578839	-0.776622678436567	-4.67543926471026
BAP1	8314	0.133885380578839	0.212781411453567	-4.6754874338136
		0.133885380578839	-0.480963319596187	-4.67554538123133
UBE2A	7319	0.133909291655134	-0.741599411199005	-4.67580403118974
LARP1	23367	0.133909291655134	0.321485164396357	-4.67588998349374
PHF20	51230	0.133943979737757	-0.325055053453149	-4.67620839178347
		0.133960264622918	0.487131592164175	-4.67649864914845
TSPAN11	441631	0.133960264622918	-0.441709751975539	-4.67655561433418
SLC2A11	66035	0.133960264622918	0.362850786723465	-4.67665071806536
CSNK1G2-AS1	255193	0.133960264622918	-0.342893316480928	-4.67669456995436
		0.133960397055466	-0.931389479733416	-4.67679077019264
TSNAX-DISC1///DISC1	100303453///27185	0.133964734037124	-0.498127752429934	-4.67691398104118
		0.133987154183021	-0.288828685022388	-4.67717363196171
SIX6	4990	0.133987154183021	-0.435482253660447	-4.67724869633185
MIR622///KRT18	693207///3875	0.134255672829943	0.884531529584992	-4.67906754237448
		0.134255912011846	-0.289656286538972	-4.67916435990755
		0.134326497948434	0.525419950078358	-4.67971209826999
		0.134402131885693	-0.340031635259122	-4.68035508534941
		0.134402131885693	1.01713989866832	-4.68040441388371
ABHD18	80167	0.134402131885693	-0.578160922729685	-4.68048238346602
		0.134415859301816	0.603088522595359	-4.68066551926586
CARNMT1	138199	0.134525028259374	0.419010403522803	-4.68145952430216
NCKIPSD	51517	0.134548033135677	-0.355858894301408	-4.68170190005493
LINC01551	387978	0.13461782863038	-0.344272077450248	-4.68224345245177
DIRAS3	9077	0.134669154034336	0.437609268227613	-4.68266671243226
		0.134684142335119	-0.648431934216833	-4.68288466194086
ATG4C	84938	0.134684142335119	-0.766543135435738	-4.68296988543338
		0.134684142335119	-0.61253769637811	-4.68309388438702
SMIM2	79024	0.134684142335119	-0.404300680154642	-4.6831430681847
DNAH12	201625	0.13468629430674	0.29838027692247	-4.68325193455384
PLK2	10769	0.134807307958762	-0.980930736582506	-4.68411994903855
FBXW4	6468	0.134908159366164	0.606283462462271	-4.68504880000684
		0.134908159366164	-0.429128071713932	-4.68513105583164
		0.134908159366164	-0.91407293877239	-4.68516812046324
		0.134908159366164	0.882815856151328	-4.6852052711893
ZNF117	51351	0.134908159366164	0.766278697385988	-4.68523884688275
		0.134915754507802	0.84182586558126	-4.68539642442697
MROH8	140699	0.134915754507802	0.437409961968906	-4.68553695806777
GPR4	2828	0.134915754507802	-0.397920109293532	-4.6855723514666
CRYL1	51084	0.135034869814123	-0.465853898252073	-4.68650552605054
ORAOV1	220064	0.135034869814123	0.379662107933664	-4.68652173202739
		0.135118241064885	0.697414657395521	-4.68716076382711
PXMP4	11264	0.135118241064885	-0.357908010183664	-4.6872427584044
		0.135184430679515	-0.854966307122721	-4.68775910189044
OR7E37P///MGC72080///OR7E5P///DAPL1///OR7E47P///OR7E12P///OR7E14P	100506759///389538///219445///92196///26628///10821///10819	0.135270929873492	-0.785464856446518	-4.68840440472573
APEX2	27301	0.135623237203562	-0.32345591902073	-4.69073713942679
RPRD1A	55197	0.135635309666092	0.400676985691128	-4.69090861084845
		0.135636272913733	-0.544025805385989	-4.69108494830556
SEC22A	26984	0.135636272913733	-0.721636479720151	-4.69110448039218
CTR9	9646	0.135697960883355	0.618414030126866	-4.69159050451733
MASP2	10747	0.135745533883692	-0.339198054967246	-4.69198688445626
SOX30	11063	0.135798988903277	-0.363693820534825	-4.69242039968128
		0.135824921091497	0.623628491315921	-4.69275661974502
RNASEL	6041	0.135824921091497	-0.569563086259537	-4.69277428691341
PCIF1	63935	0.135861329004418	-0.255307102669984	-4.69309963085106
PALM	5064	0.135912272027899	0.488859585960613	-4.69351689121607
OR10S1	219873	0.136043554140933	-0.4126464733097	-4.6944420986672
		0.136065745325451	0.687161202453981	-4.69467714850399
		0.136121771936247	-0.480958637545191	-4.6951924307967
ZNHIT2	741	0.136121771936247	-0.365882590683666	-4.69537889637863
ANXA4	307	0.136121771936247	-0.56434307888433	-4.6954046150165
		0.136121771936247	0.355451037017412	-4.69541015871283
VAMP5	10791	0.136157672127908	-0.486918076263681	-4.69573166180354
GUSB	2990	0.136180326466524	0.517143895727195	-4.69596943965245
FAM168A	23201	0.136221162645361	-0.326637576629769	-4.69632197800181
KCNH6	81033	0.136395813150085	-0.278280644812604	-4.69751854557848
		0.136418980499154	-0.966779902224709	-4.69775925263444
LOC101928068	101928068	0.136424971582757	-0.450639975118576	-4.69789165864224
		0.136425269189607	0.557314508150911	-4.69798816410615
HSPB2-C11orf52///C11orf52	100528019///91894	0.136513827320963	-0.397192702238391	-4.69865883261352
MARCO	8685	0.136513827320963	-0.688928888265339	-4.6987354123315
PLAGL1	5325	0.136552938270228	0.545662255342868	-4.69911087946847
LOC613206	613206	0.136552938270228	-0.37671534382214	-4.69922165806703
PPP1R9B	84687	0.136552938270228	-0.553549144356968	-4.6993790668755
		0.136552938270228	0.230021745540631	-4.69942730869976
		0.136552938270228	0.743018728585405	-4.69949235667408
PPP1R37	284352	0.136552938270228	-0.356806505349087	-4.69954912900593
CDH1	999	0.136560094031981	0.826268679616917	-4.69968871424681
		0.136611181052007	-0.456324134784411	-4.70010483917243
		0.136616152285161	0.55540817072927	-4.70030892179477
GRIPAP1	56850	0.136616152285161	0.464612586288971	-4.70032512360767
		0.136672396468784	-0.624417572681178	-4.70077351515242
RPS27L	51065	0.136740236704897	0.543329962352818	-4.70141543486097
ST6GALNAC4	27090	0.136740236704897	0.417211789010365	-4.70145530750902
MGAT5	4249	0.136740236704897	0.460145887728856	-4.70148355589757
DDX27	55661	0.136771062784324	0.492130167196102	-4.701771789686
		0.136784849846172	-0.459358663079188	-4.70195287403379
		0.136830908656896	0.744831635682834	-4.70233673205759
		0.136947302051561	0.576699618988387	-4.70316212254524
		0.136972921770066	0.579797095295603	-4.70341731882732
GJD4	219770	0.136989992536302	-0.363333922774875	-4.70361882431332
KDF1	126695	0.137048412033721	-0.374628174950664	-4.70407970917199
TBCC	6903	0.137080680024613	-0.33687114018947	-4.70437643519476
		0.137115079803036	1.20665705408044	-4.70468646331868
SOWAHA	134548	0.137130900998935	-0.386686680178689	-4.70487996904672
MIR181A1	406995	0.137138096961476	0.411129141943615	-4.70509228748879
SOD3	6649	0.137138096961476	-0.343059359233004	-4.70511368947468
		0.137177994246922	0.397327264182421	-4.70545802230108
FLJ13224	79857	0.137252391515263	0.388988809958127	-4.70601835363965
APAF1	317	0.13729705658822	-0.661576082955223	-4.70639228911526
WNT7A	7476	0.137321003617293	-0.391569531019073	-4.70663644611382
ZNF26	7574	0.137396131900072	0.494817030468906	-4.70720079719249
CENPC	1060	0.137499985738674	0.448133264904229	-4.70794443619593
LMTK3	114783	0.137545638176187	-0.408696829101575	-4.70832395597791
PREX2	80243	0.137579697688989	0.923856513481344	-4.70863094730723
LOC148696	148696	0.137592935911506	-0.32283430333209	-4.70880782825618
NEO1	4756	0.137606393449504	0.71830495215257	-4.70898605889567
MRPS11	64963	0.13772168000128	-0.987998825371474	-4.70980516261883
TMA7	51372	0.13772168000128	-1.95703941395191	-4.70989407446308
LAGE3	8270	0.137749151722618	0.554741297152155	-4.71015961780941
		0.137863655991416	-0.503334579385157	-4.71096777516465
		0.137986429012488	0.331116796096186	-4.71182678595075
GPATCH11	253635	0.137993066963359	0.49946272785199	-4.71196222096037
TSC22D2	9819	0.138013645014222	-0.403733997117746	-4.71218443695034
		0.138233367342616	0.314366843976368	-4.71364533673197
MPV17	4358	0.138275067787175	-0.64282805039428	-4.71399854278601
		0.138319794975912	-0.401714108094113	-4.71437232767575
UCHL1	7345	0.138319794975912	0.574890413142205	-4.71451022551934
C2orf81	388963	0.138319794975912	0.356643033254558	-4.71455851311655
SERAC1	84947	0.138352691285388	-0.61477967424088	-4.71485682861233
		0.138387040669952	0.531738812315507	-4.71516410105664
ZDHHC12	84885	0.138388468228227	-0.37379247228317	-4.71526695303543
		0.138563210000641	0.467139273424541	-4.71644499874497
MPND	84954	0.138641013431339	-0.380880407593283	-4.71702117602265
		0.138676342204649	0.594559706473052	-4.71733399306449
		0.138687386231982	-0.667353097312602	-4.7174963374924
INF2	64423	0.138725165834944	0.458179925188225	-4.71782422808691
PEX7	5191	0.138839968517989	0.450354532924129	-4.71862868802946
NOL11	25926	0.138894821950744	0.650294932108625	-4.71906187141447
PLOD2	5352	0.138991351262302	0.655936258217662	-4.71975247510297
CARD14	79092	0.139042646851547	-0.360836436438228	-4.72016326430759
		0.139069459500487	-1.04975257182919	-4.72049013838009
		0.139069459500487	-0.619906851997928	-4.72051657879256
MIR30E	407034	0.139070781966478	-0.701894612175789	-4.72069431141007
		0.139070781966478	0.323836069849917	-4.72078510060265
FDX1	2230	0.139070781966478	-0.465265989314259	-4.72080622772377
TRIM44	54765	0.139144700527838	-0.500182763663768	-4.72135639293347
		0.139146762268605	-0.883347925780681	-4.7214629106195
NT5C1A	84618	0.139230527652613	-0.425632919966417	-4.72207352356965
TCF7	6932	0.139233305056892	0.500857943338723	-4.72218442273278
		0.139314287374974	-0.523095642932834	-4.72277751420271
		0.139329585939252	1.21320344381177	-4.72296555397915
		0.139335233516487	0.774524005434905	-4.72318706973276
LOC644936	644936	0.139335233516487	-0.504941354617745	-4.72323857957335
FUT11	170384	0.139335233516487	-0.401983549606136	-4.72328152697968
		0.139383544982762	0.497311224629768	-4.7236729143809
KCNK13	56659	0.139397161724031	-0.564086187619815	-4.72385048657067
		0.139534177375172	-0.405409596195688	-4.72478774670498
		0.139546235014934	-0.525221862876037	-4.72495560344426
RTKN2	219790	0.139616083715286	0.660027908421642	-4.72547892345319
MRPS9	64965	0.139657686931084	0.353133647060529	-4.72582837188309
BUB1B-PAK6///PAK6	106821730///56924	0.139699550741701	0.402499090999168	-4.72621331678008
PLD1	5337	0.139699550741701	0.535513681194858	-4.72627294209073
HIC1	3090	0.13986529233326	-0.522619426221805	-4.7273845313034
		0.139911098694368	-0.604916036325456	-4.72777012714356
RFX2	5990	0.139911098694368	-0.460573010233001	-4.72785281094169
		0.140139918692044	0.464829141626037	-4.72941911374117
FAM118B	79607	0.140139918692044	-0.819805493912938	-4.7294427535313
LOC100132005	100132005	0.140199499176062	-0.561206132529852	-4.72990116206342
		0.140315881607182	0.278080417578773	-4.73070694290891
STX17	55014	0.140392719687158	0.417580796327946	-4.73127035641667
OR4N5	390437	0.140403909872346	0.369192867898839	-4.73143226208851
		0.14050868089294	0.670663230865258	-4.73216598121454
C6orf15	29113	0.140596072390499	-0.741585133341626	-4.73279411775184
		0.140596072390499	0.687769097382254	-4.73288655341981
ABCG2	9429	0.140618756285185	0.583718779174128	-4.73316838639026
SMARCA1	6594	0.140618756285185	0.77059657914718	-4.73321189093265
SLC16A1	6566	0.14061975571154	0.742427592563018	-4.73337220285288
PCGF2	7703	0.14061975571154	-0.405124957322968	-4.73340482630222
		0.140627799208452	0.800511618673299	-4.73354731712596
QSER1	79832	0.140629583993562	-0.651585959902158	-4.73365159999847
NUDT6	11162	0.140645474894269	0.516005293825041	-4.73384195045841
NCBP2-AS2	152217	0.140718146167341	-0.379988644841626	-4.73437862912482
		0.140888451019113	-0.355018374769486	-4.73550993376369
		0.141004912625563	0.410151643101571	-4.73631230499385
		0.141112791353853	1.1469344447898	-4.7370618567605
		0.141141467935978	-1.42737204300912	-4.73740800015825
		0.141141467935978	0.752781522404645	-4.73742281768291
WNT3A	89780	0.14117109929315	-0.340671321300166	-4.73769622075783
SDK2	54549	0.141234116533053	0.502395858003729	-4.73820783701037
C2orf57	165100	0.141234116533053	-0.34237251255431	-4.73826567897976
TBC1D2B	23102	0.141266299554717	-0.402947379912109	-4.73855441778137
NAA25	80018	0.141320014506595	0.51481647076492	-4.73897382746869
		0.141324406145719	-0.220661022284826	-4.7390937183748
ZNF724	440519	0.141339853695045	1.09553638362231	-4.73928070984039
CMYA5	202333	0.141371361406768	0.282542255910034	-4.73956514690713
LOC79999	79999	0.141551170029453	-0.374797161091211	-4.74085506857021
HERC5	51191	0.141551170029453	-0.844927102125624	-4.7408704392886
FAM27B///FAM27C	100133121///100132948	0.141551170029453	0.50179664319859	-4.74093655566753
MAPKAPK2	9261	0.141551170029453	0.47646443077529	-4.74102829854593
SLC51A	200931	0.141578293487387	0.421932230127695	-4.74143147850756
C14orf1	11161	0.141578293487387	0.85502728539511	-4.74145423379927
LCT	3938	0.141578293487387	0.342721301625208	-4.74149050577075
		0.141578293487387	0.81797562222471	-4.74167678911249
CEP350	9857	0.141578293487387	-0.365833414706882	-4.74174414674817
TAF4	6874	0.141578293487387	-0.317365509494611	-4.74175138360004
		0.141655773109014	-0.507197128295607	-4.74231377388773
		0.141781095329842	0.414975152135158	-4.74316536750013
		0.141781688598186	1.38273421861277	-4.74329069872512
KLF14	136259	0.141781688598186	-0.424818101381841	-4.74335505753259
TUBA1A	7846	0.141789731361005	-0.415507012903817	-4.74349674656046
IL18	3606	0.14215770931279	0.576036541313435	-4.74581273820379
		0.142318315195781	-0.383213138332918	-4.74689883469428
		0.142318315195781	0.620362791116087	-4.74696705302512
		0.142677566083361	0.48962834622222	-4.74924247099423
TMF1	7110	0.142677566083361	0.527941426977195	-4.74931481416793
LOC101927770	101927770	0.142814417475153	-0.722499648823798	-4.75022976399962
LMNB1	4001	0.142867977736363	0.80850762894237	-4.75064417779546
GAB1	2549	0.142868336640799	-0.424737429707298	-4.75073924636062
		0.143008943515398	0.527443121849088	-4.75167550745292
STRN3	29966	0.143023454472015	0.428443227423714	-4.7518734300159
		0.143023454472015	-0.740967861103649	-4.75202981810172
KLK12	43849	0.143023454472015	-0.380606793128111	-4.75204112834312
		0.143045036611447	-0.877745466161277	-4.75232023932879
		0.143045036611447	0.385791222744611	-4.75235618644774
ABI2	10152	0.143053315830149	0.813760210084163	-4.7524986382164
		0.14309927338644	-0.410445062124377	-4.75286682608968
RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1A3P///RBMY1F///RBMY1A1	378951///378950///378949///378948///286557///159163///5940	0.143200895123638	-0.518126594160861	-4.75356819191601
TMEM179	388021	0.143224374270702	-0.43191228456136	-4.75384880109704
BANK1	55024	0.143224374270702	0.742944812813848	-4.75389431517224
		0.143369062295619	-0.34668718986816	-4.75485259958615
CBX3	11335	0.143439368757808	0.325607830773633	-4.75536559319783
OVCH1	341350	0.143548884440859	-0.265855601107379	-4.75611249927871
GNB5	10681	0.143773870114992	0.479302821438224	-4.75759527547458
SHPRH	257218	0.143773870114992	0.423304413907128	-4.75772808489321
		0.143773870114992	0.618050518186981	-4.75783442534906
HCRTR2	3062	0.143773870114992	-0.383772640613599	-4.75789669255621
FER1L5	90342	0.143773870114992	-0.347219653524876	-4.75791826903836
EPHA8	2046	0.143789460002059	-0.263492489985491	-4.75812947890783
		0.143789460002059	0.402971276898011	-4.75819652996058
		0.143933384322218	0.65185044707131	-4.75914652838795
ACOT11	26027	0.144054212421239	0.609120798646352	-4.75995823070482
AMIGO3	386724	0.144072859259515	0.419410845932421	-4.76016176705761
KIAA2012	100652824	0.14411284262082	-0.276492194905886	-4.76049215152021
HIF1AN	55662	0.144270751152611	0.602594746534826	-4.76161666978524
ENTPD4	9583	0.144270751152611	-0.241111490905475	-4.76170220104655
SMG1P3///SMG1P1///SMG1P5///SMG1	100271836///641298///595101///23049	0.144270751152611	0.479719485839137	-4.7617082766147
		0.144292256850519	0.445937503462686	-4.76202156460052
ILF3-AS1	147727	0.144292256850519	-0.590205189950248	-4.76205912131901
ATP6V0B	533	0.144292256850519	-0.553078428814263	-4.76211364695066
FOLR1	2348	0.144325624493614	-0.387661777788558	-4.76240428915385
GAS2	2620	0.144414393277904	0.815592816378939	-4.76302361052808
SELO	83642	0.144453267969671	-0.412480630560534	-4.76334671220621
BROX	148362	0.144509958925576	-0.373889815879769	-4.76377536508033
PLA2G4F	255189	0.144534369201614	-0.402039129291046	-4.76401254898319
		0.144577940345895	-0.24649627170937	-4.76436323964898
		0.144614445689384	-0.410790385361526	-4.76467197974796
SLC22A7	10864	0.1446896618443	-0.305775446993782	-4.76520987200546
		0.144743341496059	-0.767461874975128	-4.76562005775527
PFKFB2	5208	0.144748544554478	-0.710909869728028	-4.76580999457203
		0.144748544554478	-0.595964947289802	-4.7658356852608
		0.144770336307029	0.948632007153815	-4.76605703865107
CAPG	822	0.144807510519718	-0.776095143331676	-4.76636935751045
NKPD1	284353	0.144829528819453	-0.330253436612355	-4.76659197142456
		0.144902710324364	-0.383897909102406	-4.76711704494125
		0.144940623988323	0.548461594063017	-4.76752327330421
CTSL3P	392360	0.144940623988323	-0.314936886513681	-4.76753427521832
SOGA1	140710	0.144940623988323	-0.284862978740049	-4.76761815982918
FAM8A1	51439	0.144966207462914	-0.25995283342413	-4.76794755928236
HLA-DQA2///HLA-DQA1	3118///3117	0.144966207462914	-1.36667383737894	-4.76803023417805
		0.144966207462914	-0.560068886662108	-4.7680462646792
CMTM2	146225	0.145044976628472	-0.465827115894278	-4.76860381106886
TIMM23B///TIMM23	100652748///100287932	0.14510762123503	0.528628489415835	-4.76915188348861
RALY	22913	0.14510762123503	0.417944683916252	-4.76915817707228
		0.145267836433535	0.422122472737977	-4.770326130115
RASSF1	11186	0.145267836433535	0.36530752414428	-4.77032817004651
		0.145267836433535	-0.536397757522804	-4.77037996001538
LIFR	3977	0.145306712580451	0.645601930048922	-4.77073016849963
CHST13	166012	0.145306712580451	-0.385539776298092	-4.77079353431719
TFDP1	7027	0.145312641766198	0.65928523713267	-4.77098602812015
DHPS	1725	0.145312641766198	-0.327974570141378	-4.77101285831662
SNHG16///SNORD1C///SNHG16	100507246///677850///100507246	0.145344005409464	0.529432887367747	-4.77129439345344
ZNF821	55565	0.145344005409464	-0.438882827911693	-4.7713820063596
OR5H15///OR5H14///OR5H6///OR5H1	403274///403273///79295///26341	0.145358967776744	0.136909738369817	-4.77156230916599
TOM1L2	146691	0.145657460558929	-0.324955305170812	-4.77341100186299
		0.14567110978359	0.587689112471808	-4.77358335528171
EHD2	30846	0.145743426615739	0.482593491961857	-4.77414277844444
		0.145743426615739	-0.418112833066753	-4.77419251516232
STOM	2040	0.145745821998206	0.63497970959204	-4.77429867528539
MOV10	4343	0.145788736562049	0.382266907119407	-4.77464281543423
		0.14599372762779	-0.736568001681177	-4.77593783301459
IGDCC4	57722	0.146186927280185	-0.363613292793946	-4.7771620085625
		0.146216778712687	0.484103566207297	-4.77742882567747
AATK	9625	0.146283656688789	-0.364725078534827	-4.77798445182074
URGCP-MRPS24///MRPS24	100534592///64951	0.146283656688789	-0.595208598117745	-4.77800429786361
		0.146291702555401	-0.426557631901325	-4.77814337606544
		0.146401611325654	0.610646583352406	-4.77887821299596
ACD	65057	0.14646244177988	0.270935590233831	-4.77941370304391
FKBP7	51661	0.14646244177988	0.714610124068409	-4.77941772165403
SLITRK5	26050	0.146481861876343	0.446175327048508	-4.77962315546498
		0.146520375871861	0.586308036889719	-4.78000703313686
TOMM6///PRICKLE4	100188893///29964	0.146520375871861	0.502147252689054	-4.78003203535213
		0.146531613429004	0.768832182260365	-4.78025030194203
FLJ35934	400579	0.146531613429004	0.529728052040629	-4.78028150181469
FAAH2	158584	0.146536575474582	0.449264798670399	-4.78040238118963
		0.146593712117699	-0.970082829638059	-4.78082791637305
CAMK2G	818	0.146608317974658	-0.448437452317997	-4.78100505895983
TRIM7	81786	0.146711869770795	-0.389630488716833	-4.78170119394724
		0.146720128972577	0.461941057199833	-4.78184122033589
ZNF511-PRAP1///ZNF511	104326056///118472	0.146731330218909	-0.357859843308873	-4.78199839238751
		0.146874798914863	-0.452717063209784	-4.78292655516063
SUB1	10923	0.146915701409152	0.366566944665006	-4.78333174893495
ULBP1	80329	0.146915701409152	-0.336471516265755	-4.78334844841945
PTPRN	5798	0.146961997947916	-0.361248826492123	-4.78377631008457
		0.146961997947916	0.683592745173716	-4.78380163353552
XPNPEP2	7512	0.147040297576378	-0.291510155575458	-4.784349182864
PRKAB1	5564	0.147081972488755	0.279104308465174	-4.78468770181565
		0.147081972488755	-0.440559744099088	-4.78481094737049
CIDECP	152302	0.147081972488755	-0.420612160248756	-4.78494377194666
SYNE3	161176	0.147081972488755	-0.427162833923298	-4.78495862623086
CPLX3	594855	0.147128232441296	-0.462227574955638	-4.78531941068679
KRTAP10-8	386681	0.147146256228252	-0.436766377947762	-4.78551592331344
		0.147188348092345	-0.389961435278607	-4.78589418091208
CHST14	113189	0.147188348092345	0.480242877851165	-4.78594400952819
ESR1	2099	0.147212729015023	0.345815573613598	-4.78617739041323
NCOA7	135112	0.147299318716521	0.471908250171641	-4.78677214051407
		0.147332113324753	0.633296452361112	-4.78705424224837
		0.147437970791948	-0.369006805769072	-4.78780962303619
		0.147437970791948	-0.468535614457297	-4.78786819335793
FAM173B	134145	0.147437970791948	0.795043021492952	-4.78794357212434
		0.147458338425867	0.80687896603524	-4.78815334355379
PPP2R2C	5522	0.147575889334645	-0.282394441384744	-4.78892661797525
MT1DP	326343	0.14763286263942	-0.372476711729685	-4.78934837747244
		0.147683158376873	1.2591590484461	-4.78973131257786
UBE2D3	7323	0.14770073621314	-0.965962300233415	-4.78992466959452
DCTN4	51164	0.147715633028617	0.366133349259123	-4.79010247748743
ARL4D	379	0.147730211583753	-0.371062175103233	-4.79027842223426
LOC401472	401472	0.147732932453507	-0.498058614059288	-4.79044113127396
TBK1	29110	0.147732932453507	-0.406959054079188	-4.79050040820955
		0.147732932453507	1.15249545064511	-4.79056869921263
COL10A1	1300	0.14776202830877	-0.389242546882668	-4.79082863040185
CHRM3	1131	0.147792968623264	0.304888723590795	-4.79109918925653
SLIT3	6586	0.147911213104946	-0.338582251661692	-4.79187468796857
