Gene.symbol	Gene.ID	adj.P.Val	logFC	B
		0.326891654971852	-0.392088249593698	-5.15747188000811
GSK3B	2932	0.326891654971852	0.443991469674957	-5.15749563050887
STMN4	81551	0.326895989263367	0.431463115896766	-5.15764900747921
		0.326895989263367	-0.456633766087064	-5.15767544582908
HOOK2	29911	0.327071081890611	-0.384211921439885	-5.1581893757002
A2ML1	144568	0.327262536199928	0.366932903729686	-5.15874312239538
		0.327549688472473	-0.828594832409618	-5.15953080857065
		0.327587283670107	0.592652182623547	-5.15970734877387
TMED2	10959	0.327701017459996	0.483086379159207	-5.16007014058336
		0.327705175600748	0.488286911512852	-5.16032572063118
ATRX	546	0.327705175600748	-0.449422841269902	-5.16041519939464
IQCA1	79781	0.327705175600748	-0.329201704883084	-5.16043447017267
IL31	386653	0.327705175600748	-0.439065544481343	-5.1605568581031
		0.327705175600748	-0.496300768606551	-5.16058261261527
		0.327705175600748	0.589567829020726	-5.16058722747835
PRRG1	5638	0.32776028414023	0.496161814860283	-5.16080646344294
		0.327863343340978	-0.949463998622718	-5.16114641861865
CRMP1	1400	0.327863343340978	0.326991769306799	-5.16124068875296
		0.327863343340978	0.420719760765341	-5.16147341694334
AGXT2	64902	0.327863343340978	0.299606014095356	-5.16147692783934
		0.327863343340978	-0.257378637634743	-5.16148055497275
PGD	5226	0.327981955279284	0.413966701695688	-5.16185484607627
FDCSP	260436	0.327998935111922	0.337366533987562	-5.16209230357789
CMSS1	84319	0.327998935111922	1.13029234092579	-5.16211024158641
PIEZO2	63895	0.327998935111922	1.13478685004104	-5.16214944072119
DBF4B	80174	0.32813298161597	0.332767280678691	-5.16256124572527
OR13C9	286362	0.328145870075975	-0.336894377884743	-5.16267705814635
ASB4	51666	0.328186518581275	-0.347397570182006	-5.16286064753302
CYP4F30P///CYP4F62P///FAR2P1	100132708///646802///440905	0.328345348304626	-0.463895186213516	-5.16333269283217
CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1	644019///445571///220869///150472///55871///644019///445571///220869///55871	0.328446160070597	-0.472063068038143	-5.16366298495953
ATL3	25923	0.328514926177278	-0.85860903867786	-5.16391502193421
		0.328533118322687	-0.660468690497097	-5.16404367146266
YIPF4	84272	0.328701524158442	-0.585641036007877	-5.16453855295974
ZBTB41	360023	0.328702870878772	0.548342848127281	-5.16468644479173
EMX1	2016	0.328702870878772	0.337342076170813	-5.16471033615927
NKX2-5	1482	0.328787139787878	0.606756949512855	-5.1649999465804
		0.328844183943575	-0.632640247981342	-5.16532192791577
RAB3B	5865	0.328844183943575	-0.440264544957711	-5.16535366878085
UGT2A2///UGT2A1	574537///10941	0.328844183943575	0.363562392702322	-5.16539157808688
KATNBL1P6///KATNBL1	729176///79768	0.328881538776267	-0.710649040532339	-5.16563907271352
MON2	23041	0.328881538776267	-0.28466324273673	-5.16565095534364
		0.32892427771229	-0.693532700247098	-5.16583922939069
SIKE1	80143	0.329027900931919	0.538332793735905	-5.16617572652752
KRT18P55	284085	0.32920132244147	-0.44625132027985	-5.16668198057073
		0.329490865393435	0.491484273584991	-5.16747031098524
PLCB1	23236	0.329564386312937	-1.04410150053814	-5.16773313244255
IL6	3569	0.329623822402196	0.989928272333334	-5.16796167488624
C20orf144///C20orf144	128864///128864	0.329707927826898	-0.484490769867329	-5.16825010353281
		0.329718494128768	-0.835446343561774	-5.16843557229636
CCDC15	80071	0.329718494128768	0.635065309163352	-5.16844393484701
RALYL	138046	0.329856293675916	0.246701707987147	-5.16886263556825
P2RY8	286530	0.330031232506133	-0.507106018119405	-5.16937859035237
C2CD2	25966	0.330031232506133	-0.405838918079602	-5.16945533100864
		0.330054455671736	-0.578932448366086	-5.16959570916577
REPS2	9185	0.330077455421386	0.517999682344115	-5.16973553033195
		0.330096466091581	-0.480139133593698	-5.16986565992183
CEBPA-AS1	80054	0.330140759579622	0.387274130750829	-5.17005710047032
CCDC105	126402	0.330238366210828	0.38456246223549	-5.1704158220184
IMPACT	55364	0.330238366210828	-0.566392287526947	-5.17046176901812
KLF7	8609	0.330350515825962	0.871128327505391	-5.1708176045376
		0.330634962753199	0.433367982014925	-5.17167761263228
ADRA2B	151	0.330634962753199	0.399092971759949	-5.17179341910781
IL11RA	3590	0.330634962753199	-0.334246993553067	-5.17181551452469
AVPI1	60370	0.330634962753199	0.640765761323798	-5.17184243833422
		0.330708682394573	-0.504940584324213	-5.17210482678113
		0.330779222127886	-0.745320743333335	-5.17241039589882
SOWAHD	347454	0.330779222127886	0.433953686504974	-5.17244335353052
		0.330798773714312	-0.234152294439469	-5.17260907105549
		0.330798773714312	-0.818676790473466	-5.17265841991275
		0.330816426785421	-0.531005164098674	-5.17278499812294
		0.330829405243439	-0.912840480383084	-5.17290025280768
HOXB-AS3	404266	0.330883693999262	0.505261901041874	-5.17311543885271
		0.330949221745564	0.866609071304726	-5.17351223933757
		0.330949221745564	-0.470283351948591	-5.17351486776532
TEN1-CDK3///TEN1	100529145///100134934	0.330949221745564	0.378787071804727	-5.17353745568343
NPHP1	4867	0.330949221745564	-0.290381284451907	-5.17360920226037
		0.330980012425534	1.06576747106385	-5.17376745712117
TRIM71	131405	0.33099958012438	0.515622008549338	-5.17392569091051
		0.33099958012438	0.378246181411691	-5.17405244565753
RPL12	6136	0.33099958012438	0.863778645963101	-5.17406608713822
PLEKHG6	55200	0.331070340911735	-0.38233085593242	-5.17432092015074
CHST5	23563	0.331208600688046	0.521378075307628	-5.17473881928569
		0.331216064815791	0.692141683860283	-5.17484058229233
		0.331239479623595	-0.711902583288971	-5.1749808736324
PON3	5446	0.331288120924246	0.269887024291045	-5.17527694594185
EIF4ENIF1	56478	0.331288120924246	-0.342090473535241	-5.17533994693048
LLPH	84298	0.331288120924246	-0.554798005145107	-5.17548901207716
PTGDS	5730	0.331288120924246	0.528205642290214	-5.17551350808475
SNORA1///TAF1D	677792///79101	0.331288120924246	0.964248055490047	-5.17551682170696
SCN5A	6331	0.331346109835275	0.301143762167082	-5.17576768061798
PIGN	23556	0.331346109835275	-0.434086782972223	-5.17582418911538
SLC6A10PB///SLC6A10P///SLC6A8	653562///386757///6535	0.331434210763667	0.634109470336234	-5.17621441240982
POLR2C	5432	0.331434210763667	0.356707287807214	-5.1762701979054
		0.331434210763667	-0.605639829779435	-5.17630165276956
DCAF4L1	285429	0.331434210763667	0.360721462975955	-5.1765137617876
TRPC6	7225	0.331434210763667	-0.436094373787729	-5.17658085851582
LRRC8A	56262	0.331434210763667	0.318473136865671	-5.17660723505883
		0.331434210763667	-0.792397162845774	-5.17680742441714
HDAC4	9759	0.331434210763667	0.433650634079602	-5.17683896819554
GNAS	2778	0.331434210763667	-0.365008887970147	-5.17689715775015
		0.331434210763667	0.588933704343698	-5.17690706758837
		0.331434210763667	0.363552396881843	-5.17700937836612
TOX2	84969	0.331434210763667	0.440472165179519	-5.17715675254512
GOLGA8R///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8N///GOLGA8IP	101059918///728047///653720///653125///653075///653073///643699///283796	0.331434210763667	0.851437121645525	-5.17717454325302
SLC12A4///LCAT	6560///3931	0.331434210763667	-0.291711671310117	-5.17720697070409
RNF126	55658	0.331573160310317	0.307988424236318	-5.17762582190143
		0.331670563937231	-0.194228635721393	-5.17802911047917
TANGO2	128989	0.331670563937231	0.447280799019486	-5.17807480572519
BIVM	54841	0.331670563937231	-1.09936851076783	-5.17811124616519
		0.331725964365329	-1.1512888027728	-5.17834643158519
CDKN1A	1026	0.331725964365329	0.814653152756219	-5.17841177089977
		0.331789110309877	-0.642597130415423	-5.17864747444307
		0.331881692113298	-0.431907184962687	-5.17898267421345
		0.331881692113298	-0.584214051902984	-5.17903750370283
		0.331946761609891	-0.511663561395522	-5.17927772829698
ACLY	47	0.331998900062402	0.343538712686568	-5.17948675284915
RPS6P6	728131	0.332060993736751	-0.469157690718077	-5.1797197244096
		0.332064673846015	-0.193091040787728	-5.1798119640135
		0.332138928226968	-0.383170598416252	-5.18007416504502
PROCA1	147011	0.332164342586719	-0.396508085817164	-5.18026585029537
ACKR2	1238	0.332164342586719	0.388415278915422	-5.18030206160924
TRMT1	55621	0.332180968550816	0.370316630068407	-5.18042542830574
EMB	133418	0.332316016035749	0.588852388017827	-5.1808338350085
		0.332366378051134	-0.263878453150912	-5.18110052231721
CFC1B///CFC1	653275///55997	0.332366378051134	0.848821966172472	-5.18112164112491
SERPINE1	5054	0.332367358791696	-0.764359958344944	-5.18124845890109
		0.332367358791696	-0.390412838868157	-5.18129057636807
		0.332481394331462	-1.14481954237935	-5.18164818093357
NOVA1	4857	0.332490983900285	-0.314218352189055	-5.1817783560363
TMEM218	219854	0.332490983900285	-0.747646506687815	-5.18183775856074
ATG4D	84971	0.332531607381002	0.303696068622718	-5.18214772637335
SH2D5	400745	0.332531607381002	0.340637317169155	-5.18214854652144
OR5I1	10798	0.332531607381002	0.42876127620481	-5.18218515114348
TXLNGY	246126	0.332546096606103	-2.22912757903193	-5.1823032053401
LYPLAL1	127018	0.332573131341844	-0.571705170037312	-5.18254146391786
C11orf86	254439	0.332573131341844	-0.462602501844527	-5.18254559108327
CYP2D6	1565	0.332573131341844	-0.301927434672055	-5.18261778898646
SH3PXD2A	9644	0.332643339902872	0.502282639932007	-5.1828697436884
NGRN	51335	0.332675593324847	-0.729294522495853	-5.18306178595023
HSPA2	3306	0.332675593324847	0.551863351434081	-5.18313871976273
ZNF526	116115	0.332675593324847	0.375576558360695	-5.18327158754736
CNTROB	116840	0.332675593324847	-0.45562341061899	-5.18327986120015
		0.332693565678271	-0.972337022356136	-5.18340617848659
POMT2	29954	0.332732996253716	0.505006351470149	-5.18358404602426
MIR224///GABRE	407009///2564	0.332767570562097	0.197865509711029	-5.18375022266653
		0.332768028995214	-0.461162867626864	-5.18383441858202
PPP1R16A	84988	0.33279676173242	0.320738541480099	-5.18398653143106
ZNF684	127396	0.332799235084711	0.447691025450247	-5.18407554808047
OR4F15	390649	0.332842220168389	-0.231212694505805	-5.18426186641709
LINC01105///LINC01105	150622///150622	0.332938771227442	0.364034339507463	-5.18457678789756
TMX2	51075	0.33296866441281	0.673036564788143	-5.18473160405228
		0.333003796925382	0.330300027802657	-5.18489897979788
ZNF157	7712	0.333044029061508	-0.340564618627281	-5.1852161288434
PC	5091	0.333044029061508	0.402272550900084	-5.18526336702555
FBP2	8789	0.333044029061508	0.366658072023217	-5.18528583202213
STRCP1///STRC	554225///161497	0.333044029061508	-0.574067374888475	-5.18540756497378
		0.333044029061508	0.248627954442786	-5.1854203391781
CLCN2	1181	0.333044029061508	0.40868980178524	-5.18552318749772
		0.333044029061508	-0.55255125738433	-5.18561254207988
SLC36A2	153201	0.333044029061508	0.366418588654229	-5.18592509451385
UGGT1	56886	0.333044029061508	0.333106145344942	-5.18595766112251
		0.333044029061508	-0.633698833250413	-5.18600910649128
PPIAL4C///PPIAL4A///PPIAL4G///PPIA	653598///653505///644591///5478	0.333044029061508	0.384001577918738	-5.18601067919834
ABCF3	55324	0.333044029061508	0.516655373820896	-5.18604821313238
		0.333044029061508	-0.835905557363597	-5.18607410996355
		0.333055773105665	0.227135746842869	-5.18618519437152
IFNA2	3440	0.333321118892423	-0.28682152390257	-5.18691888334378
		0.333321118892423	-0.19735262361733	-5.18698746118669
SNN	8303	0.333406095002629	0.454742830396767	-5.18727404360793
		0.333470731519512	-1.14749969379312	-5.18751181440282
MIR26B	407017	0.333545507339711	-0.540387058676617	-5.18798068259207
PAPLN///NDRG2	89932///57447	0.333545507339711	-0.414163676330848	-5.18800696231053
		0.333545507339711	-1.14879900061899	-5.18801066657407
		0.333545507339711	-0.631375726736734	-5.18802230258874
C3orf20	84077	0.333610644874409	0.387601632826286	-5.18826114547406
NUP210P1	255330	0.333620903188101	-0.455066720397179	-5.18836850986523
		0.333641105104581	0.353543887912106	-5.18849967875295
IL1R2	7850	0.333677952721045	0.914757521385987	-5.18867069624063
FAM218A	152756	0.333704995625142	-0.645736010906302	-5.18881821567512
AMOT	154796	0.333878000088167	-0.535100976063847	-5.18931509699931
		0.334030309804526	0.760019202365676	-5.18976223000006
		0.334142957344265	-1.43807534889718	-5.19011688285898
ELAC1	55520	0.334142957344265	-0.649711770437396	-5.19023685596061
OR2J3///OR2J2	442186///26707	0.334142957344265	-0.414757598812604	-5.19028902809209
ZNF492	57615	0.334142957344265	0.731693796041045	-5.19036246177406
		0.334357834252048	-0.724250525849501	-5.19104014774718
CASC1	55259	0.334357834252048	-0.27852630523549	-5.19109430259217
		0.334357834252048	-0.731344508473053	-5.1911240471948
		0.334377565359018	0.58813977797471	-5.19125384060848
CES5A	221223	0.334476600714645	0.39832493239511	-5.19157303649614
MIRLET7F1	406888	0.3344768026785	-0.87633719829229	-5.19165615263263
SLC25A6	293	0.334637902658482	0.551801120456055	-5.19212340096919
FAM162A	26355	0.3348488464679	0.509003672925789	-5.19274423692624
GOSR2	9570	0.3348488464679	0.377463991013683	-5.19288244271268
SCX	642658	0.3348488464679	0.344081268182835	-5.19298361428023
RNASEL	6041	0.3348488464679	-0.593620445600332	-5.19298603357891
SS18	6760	0.3348488464679	0.366193432359868	-5.19303966114833
MRPL54	116541	0.334867362237226	0.475347740001244	-5.19316638154142
		0.334942939021547	-0.505367424238807	-5.19352174815277
CUBN	8029	0.334942939021547	-0.646408912688226	-5.1935534652135
		0.334942939021547	0.846329222878109	-5.19372038165913
		0.334942939021547	-0.850368641866502	-5.19379471236865
FAM86JP///FAM86HP///FAM86FP///FAM86C2P///EEF2KMT///FAM86B1///FAM86C1	100125556///729375///653113///645332///196483///85002///55199	0.334942939021547	0.649417612490464	-5.19382426819817
		0.334942939021547	0.408183200967663	-5.1940012283387
APOOL	139322	0.334942939021547	0.798419062963516	-5.19402242541412
DYRK2	8445	0.334942939021547	-0.356091799364427	-5.19406493184614
		0.334942939021547	0.636047627405474	-5.19408920809631
		0.334956316828198	1.41059823129726	-5.19420356664965
PLGLA///LPAL2///PLGLB1///PLGLB2///PLG	285189///80350///5343///5342///5340	0.334999064984555	-0.814681577432421	-5.19438792631512
SERPINF2	5345	0.335111568613496	0.385846960221391	-5.19473849054834
SUFU	51684	0.33520381201148	0.480579123649667	-5.19504068325951
KDR	3791	0.33523725170319	0.313842137769901	-5.19520275432708
		0.335319458306448	-0.307831913389718	-5.19552932615537
EML2	24139	0.335319458306448	-0.611448466184079	-5.19556333404583
DYRK3	8444	0.335468015705039	-0.608833495555971	-5.19599936125057
TLE4	7091	0.33548831345985	0.597806834759121	-5.19616673730202
		0.33548831345985	-0.966586869131427	-5.19628344353528
FKBP9	11328	0.33548831345985	-0.760473550969734	-5.19629477301978
TMEM94	9772	0.33553749077794	-0.300968739586651	-5.19649413852505
ARAP3	64411	0.335571857290996	0.428279749828774	-5.19671047413734
STT3B	201595	0.335571857290996	-0.361292384711444	-5.19674057012735
PGGT1B	5229	0.335733134149447	0.403805377582505	-5.19720645622424
FGFR1OP2	26127	0.335741659923612	-0.670807445437395	-5.19730903511074
C19orf57	79173	0.335975486027006	-0.429272439651742	-5.19794705978477
LOC284581	284581	0.336010947036311	-0.527329413261607	-5.19811358482608
		0.336059058318373	-0.258399507762438	-5.19838061563313
		0.336059058318373	-0.495769439954394	-5.19845655170632
ASB16	92591	0.336059058318373	0.350044746046022	-5.19851958760502
CIRBP	1153	0.336059058318373	-0.589884559973054	-5.19855689756239
FAM83H	286077	0.336120164876652	0.433065806112356	-5.19881436197722
CPNE2	221184	0.336120164876652	0.554257465579601	-5.19892975185992
PPP1R12B	4660	0.336120164876652	0.677391765998754	-5.19896176483771
SPOP	8405	0.336120164876652	-0.667714967011612	-5.19903089282102
NARS2	79731	0.336172394838219	-0.606120475629766	-5.19923709532992
RPL26L1	51121	0.336202195705714	0.866904120051411	-5.19946889053137
SPOCK1	6695	0.336202195705714	0.327240283643862	-5.19947220264086
NME1-NME2///NME1	654364///4830	0.33628719538241	0.544831720245442	-5.1998218917808
		0.33628719538241	-0.219223537372306	-5.19986938621357
		0.33628719538241	-0.635849720839138	-5.19997090560236
TLX1	3195	0.33628719538241	0.434806031795604	-5.20000254943543
BRE	9577	0.336289006524144	0.42309444627778	-5.20008897597934
MCC	4163	0.336297119009223	0.526406609820482	-5.2002623943891
		0.336297119009223	0.582468808411693	-5.20027245570791
RAB5B	5869	0.336297727664703	0.500481642505805	-5.20037807053595
PTGES3	10728	0.336297727664703	-0.584163644483418	-5.2004380924019
		0.336313657241079	0.579604212594115	-5.20055797116962
LRRC3B	116135	0.336353004490575	-0.3308548776733	-5.20073339460608
SMG9	56006	0.336452990976098	0.327481305594941	-5.201052617496
SLC28A3	64078	0.336484298899752	0.613408690647181	-5.20128412752918
MRPL19	9801	0.336484298899752	0.462582976092453	-5.20129095344362
		0.336496025584057	-0.831043241688226	-5.20144237867769
HNRNPA2B1	3181	0.336496025584057	-0.542978853502488	-5.2014976026724
CDK10	8558	0.336496025584057	0.293320342053068	-5.20160855046797
CFAP74	85452	0.336496025584057	0.384972305175373	-5.20164683181959
SLC25A10	1468	0.336676357136783	0.378532857143036	-5.20218184371951
PHC3	80012	0.336676357136783	0.565325140346602	-5.20223825816907
CYB5RL	606495	0.336686347429793	0.35118480192413	-5.20234390343705
		0.336719858800693	0.569454306936152	-5.20250526792663
		0.336720083815782	0.864094851676617	-5.20258775415584
LOC105370792	105370792	0.33682789019788	0.443198575781508	-5.2032038501555
		0.33682789019788	-0.761739175453566	-5.20321242039337
CASP9	842	0.33682789019788	0.357018865097016	-5.20330625689431
LOC654780	654780	0.33682789019788	-0.429217679719734	-5.20331179904781
		0.33682789019788	0.699223129039385	-5.20337978820445
WEE1	7465	0.33682789019788	-0.930603094748341	-5.2034380503372
		0.33682789019788	-0.263909920596602	-5.20346388477206
EIF1	10209	0.33682789019788	0.329802632976783	-5.20351732470291
PPP4R3B	57223	0.33682789019788	-0.293350895901325	-5.20358027051199
		0.336856376314901	0.434959576660447	-5.20372958644397
USP18	11274	0.336991858576743	-0.714499663965174	-5.20413217865011
		0.337046648547327	0.629464551764925	-5.20443532551008
FGF11	2256	0.337046648547327	0.372624160800994	-5.20451380470003
C1QTNF9	338872	0.337046648547327	0.479157081333333	-5.20463160521062
		0.337046648547327	0.358299570576285	-5.20467317310991
OAZ2	4947	0.337046648547327	-0.420529188402984	-5.20475137437232
HSPBP1	23640	0.337046648547327	0.349950074464759	-5.20475272487339
DUT	1854	0.337058831935129	-0.637678494840381	-5.20492668012127
ACHE	43	0.337058831935129	0.45523328689179	-5.2049451056331
ZFYVE19	84936	0.337101755726861	-0.328840390769486	-5.20524800306262
MIR130B	406920	0.337101755726861	-0.474883244982587	-5.20527449655937
		0.337101755726861	-0.530614494791459	-5.20534042579887
ANKRD54	129138	0.337101755726861	0.381109345592868	-5.20538834105488
EXOC3L2	90332	0.337101755726861	0.38059590610448	-5.20545537804513
EFTUD2	9343	0.337112817153098	0.309565401120649	-5.20557743957114
		0.337112817153098	-0.781460057900084	-5.20564496691456
HAVCR1	26762	0.337241320214044	0.435916315655887	-5.20603058834158
CDS1	1040	0.337321801385798	-0.346427225080432	-5.20630255405341
		0.337444945623975	0.614265315588725	-5.20667527804457
INTS4	92105	0.337584829572731	0.990782437500418	-5.20715204176282
FMN1	342184	0.337584829572731	1.0154200418607	-5.20716905972629
LOX	4015	0.337614846373738	-0.867320000451493	-5.20732159269555
HDHD2	84064	0.337740532232368	-0.593350117969322	-5.2076999863247
FAM151A	338094	0.337751042450656	-0.538168752690298	-5.20783005532356
L2HGDH	79944	0.337751042450656	-0.486449920874792	-5.20788802441079
HORMAD1	84072	0.337853391366774	0.759443366216834	-5.2082111812602
DMKN	93099	0.337868410039884	-0.359735339027362	-5.20833054001383
PHKB	5257	0.337868410039884	0.266212375678689	-5.20852558898394
CCDC102A	92922	0.337868410039884	-0.414974805736733	-5.20853779262175
		0.337868410039884	0.540888058356551	-5.20860935326345
TCERG1	10915	0.337868410039884	0.331885145024049	-5.20865447036897
MIA2	117153	0.337889675877158	-0.346704944896767	-5.20878618778374
		0.337905811727094	-0.571108535990465	-5.20890578919529
C2orf66	401027	0.337935303102278	-0.573532270117331	-5.20905688427675
		0.337971193774407	0.744164561827114	-5.2092548241874
EYS	346007	0.337971193774407	0.465576509293534	-5.2093807964895
GINS2	51659	0.337971193774407	0.818768072081673	-5.20945200148128
		0.337971193774407	-0.373696529816335	-5.20946754021661
CLOCK	9575	0.338152745110287	0.744567796133084	-5.21000528723042
ODAM	54959	0.338152745110287	-0.271742396788972	-5.21005855202896
		0.338245118297799	-0.594146633953151	-5.21035770836785
PRKCB	5579	0.338256996461759	0.410312903196926	-5.21046714049108
USP8	9101	0.338308202503931	1.01430007256965	-5.21066921996013
		0.338422311864296	-0.905067452668324	-5.21116302625928
AHDC1	27245	0.338422311864296	-0.350168093448591	-5.21117187873772
		0.338422311864296	-0.68989426367081	-5.2111822348216
		0.338461856841191	-0.344967731230929	-5.21135674817635
		0.338546032108705	-0.329925200553898	-5.2116598278572
TRPV2	51393	0.338546032108705	-0.490122829490048	-5.2117176772551
SNX7	51375	0.338552867338027	-0.401350469083748	-5.21182190888379
FGF7	2252	0.338552867338027	-0.337367185798507	-5.21192176860382
ARID1A	8289	0.338552867338027	0.551613357380599	-5.21197782975208
BAG3	9531	0.338631501544804	-0.520883283087479	-5.21229340355296
SEC63	11231	0.338631501544804	0.298990088103647	-5.21232555719978
KLF12	11278	0.338663014557555	-0.875139233073381	-5.21252827541119
NDUFB4	4710	0.338663014557555	-0.585068870822969	-5.2125623312968
BMPR1A	657	0.338663588033368	0.813180703065506	-5.21267767602411
DCTN5	84516	0.338663588033368	0.36413009868159	-5.21272626627473
ZNF134	7693	0.338729261754729	-0.453663149766173	-5.2129842643728
GLRA1	2741	0.338729261754729	-0.428983574528607	-5.21304331673948
TMEM208	29100	0.338731235504222	-0.387301571590796	-5.21312921915995
		0.338785024550406	0.963836563587895	-5.21338586820654
PYROXD2	84795	0.338785024550406	-0.416128335511194	-5.21342046123623
FAIM	55179	0.338785024550406	-0.625649987881426	-5.21352752077805
PS1TP4///SLC35F5	414327///80255	0.338785024550406	-0.697272116940712	-5.21358067732391
MIR99B	407056	0.338890574613192	-0.514539206364012	-5.21391007527301
		0.339053810762714	0.297037586376866	-5.21437493174112
UBE2G2	7327	0.339285886099469	0.320237653759537	-5.21506581067913
		0.339285886099469	-0.401834595130182	-5.21513519035514
MFAP4	4239	0.339285886099469	0.663180350684079	-5.21522039308669
		0.339285886099469	0.685480511402158	-5.215303835291
GAREM1	64762	0.339285886099469	0.363030701472222	-5.2153539596799
DLG5	9231	0.339285886099469	0.453092298654645	-5.21540699867681
ZNF493	284443	0.339384632400783	0.990355164742123	-5.21571992500589
PIK3C2A	5286	0.339460594072752	0.640325295626866	-5.21597930358473
TSHZ2	128553	0.339556251263034	-0.372604596162107	-5.21628482697669
FOXP1	27086	0.339720539105392	-0.251099054661694	-5.21675118465436
SUPT5H	6829	0.33973323928756	0.33576828961111	-5.21695151510682
		0.33973323928756	-0.286609838579604	-5.21705133126164
UBE2Q2	92912	0.33973323928756	0.502851100638472	-5.21713517156194
LOC375196	375196	0.33973323928756	0.501898164336651	-5.21719685697353
LOC107984066///LOC100996643///LOC100133920///LOC286297///MTHFD1L	107984066///100996643///100133920///286297///25902	0.33973323928756	0.568713509067163	-5.21729966901066
GPC4	2239	0.33973323928756	0.954205854587066	-5.21732516453891
GTF3C6	112495	0.33973323928756	0.525498518625204	-5.21734835200985
DLGAP3	58512	0.339821238367426	0.396144524144693	-5.21763562535341
TAS2R50	259296	0.339833711319218	-0.775658267884745	-5.21774586371307
LOC100131756	100131756	0.339954786365852	-0.360846385400497	-5.21811052828592
QRFPR	84109	0.339992505881455	-0.255454960442372	-5.21835224685619
PDE4A	5141	0.339992505881455	0.483292720397596	-5.21840600049983
ERVH-4	51359	0.339992505881455	0.492406322441957	-5.21849094876773
		0.339992505881455	-0.289908805447762	-5.21852277310278
		0.340023561473522	0.670736473906301	-5.21867645384095
FAM134C	162427	0.340169518834669	-0.522568450772387	-5.21912160297449
OTOP2	92736	0.340169518834669	0.332281748333748	-5.21918004355621
		0.340170021775603	-0.671464116792289	-5.21926214100342
		0.340251219187693	-0.798103169671643	-5.21963100906613
FLJ42022///CLK3	646748///1198	0.340251219187693	0.642650518453149	-5.21967037892462
KLHDC10	23008	0.340251219187693	-0.463092376307214	-5.2196948702548
		0.340440462472136	-0.242635422696517	-5.22028863465348
		0.340440462472136	-0.828400851068821	-5.22029930236344
		0.340478221802625	-0.602030441296435	-5.22056868367575
MORC3	23515	0.340478221802625	0.418889858777776	-5.2206248622546
		0.340478221802625	0.593442508932005	-5.22074424287199
GTSF1	121355	0.340478221802625	1.76550416209287	-5.22080784038725
		0.340478221802625	-0.485963866195688	-5.22084276078039
		0.340478221802625	-0.644441401007462	-5.22087261790624
		0.340492936779461	-0.54076483074544	-5.2210419254382
		0.340492936779461	-0.691811761107379	-5.2210686229395
PMF1-BGLAP///PMF1	100527963///11243	0.340538472579274	-0.414723595101579	-5.22125585975476
CSPP1	79848	0.340563647979562	-0.574920405961857	-5.22139548256487
PNLDC1	154197	0.340639976682288	0.383235629978442	-5.2216546320252
		0.340826062010242	0.776252613741296	-5.22217008691633
MORF4L1	10933	0.340868423467631	-0.729849456985901	-5.2223497504851
LOC401040	401040	0.340889963378131	0.318188451184079	-5.22254662634748
S100A13	6284	0.340889963378131	-0.33043510242496	-5.222682288224
PDE9A	5152	0.340889963378131	0.68453431621103	-5.22271802073445
SIVA1	10572	0.340889963378131	0.383375905446103	-5.22276590556914
		0.340889963378131	-0.571221976668741	-5.22280362166512
OR2M5	127059	0.340999289282768	0.406919975755391	-5.22313950654875
SBK2	646643	0.341109550016453	0.409681430653816	-5.22347746901596
HFE2	148738	0.341138785876489	0.455161587592041	-5.22362633864808
TUBGCP3	10426	0.341225056394175	-0.31668576780846	-5.22390821450696
		0.341317597241056	0.572946257374792	-5.22424669863323
SLC35B4	84912	0.341317597241056	0.550193849201081	-5.22439851418306
		0.341317597241056	1.02751398528234	-5.22446234056056
		0.341317597241056	-0.520916205810945	-5.22453569687725
DHX57	90957	0.341317597241056	0.365763502191542	-5.22460585258506
TMEM201	199953	0.341317597241056	0.32839791485116	-5.22465314146584
		0.341317597241056	-0.830999889230514	-5.22487577530364
		0.341317597241056	0.421492480298509	-5.22496665275674
THBS4	7060	0.341317597241056	0.651295615552239	-5.22510371615152
CLIP1	6249	0.341317597241056	0.422367160691127	-5.22520048871204
FARSB	10056	0.341317597241056	0.831917922131839	-5.22521958655793
EIF3J	8669	0.341317597241056	0.46633268859453	-5.22522302364552
		0.341317597241056	0.587403043316334	-5.22524948956445
ATG12	9140	0.341317597241056	0.406424775666252	-5.22525219020418
MSH5-SAPCD1///SAPCD1	100532732///401251	0.34136976733212	-0.42266806310199	-5.22545431069181
XYLT2	64132	0.341385506850234	0.395340558967249	-5.22557150143062
APPL1	26060	0.341491717679406	0.280539111375621	-5.2258994849646
		0.3415340325973	-0.179367744088723	-5.22607854723772
GPATCH2	55105	0.34169150453803	0.54440773483582	-5.22652574264735
NEK3	4752	0.34183954989358	-0.495614759957713	-5.22695080113751
RBM3	5935	0.341936950965379	-0.405379990056382	-5.22725787552076
		0.342024783248735	0.905196363312604	-5.22754261272722
		0.342054950903998	-0.617672387688226	-5.22769319896634
CSNK2A3///CSNK2A1	283106///1457	0.342083912063359	0.266378944155059	-5.2278409628896
SYT7	9066	0.342328763318489	0.295202515939883	-5.22849956185963
		0.342328763318489	0.584992665944443	-5.22861206834037
ZNF703	80139	0.342328763318489	0.412685627049751	-5.22865125050962
